experiment_id,day_number,visitors_control,visitors_treatment,conversions_control,conversions_treatment,conversion_rate_control,conversion_rate_treatment,observed_lift,daily_visitors_this_day,daily_conversions_control,daily_conversions_treatment,sample_size_progress,device_type,region,traffic_source,segment,experiment_category,baseline_conversion_rate,true_treatment_effect,effect_type,final_outcome,final_p_value,final_z_statistic,final_lift,winner_binary
326,4,2456,2456,380,462,0.154723,0.188111,0.033388,574,98,111,0.2662,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,5,3092,3092,479,590,0.154916,0.190815,0.035899,636,99,128,0.3351,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,6,3722,3722,561,707,0.150725,0.189952,0.039226,630,82,117,0.4034,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,7,4313,4313,637,806,0.147693,0.186877,0.039184,591,76,99,0.4675,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,8,5043,5043,746,933,0.147928,0.185009,0.037081,730,109,127,0.5466,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,9,5679,5679,852,1038,0.150026,0.182779,0.032752,636,106,105,0.6155,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,10,6433,6433,976,1168,0.151718,0.181564,0.029846,754,124,130,0.6973,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,11,7171,7171,1097,1288,0.152977,0.179612,0.026635,738,121,120,0.7773,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,12,7769,7769,1197,1394,0.154074,0.179431,0.025357,598,100,106,0.8421,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,13,8429,8429,1285,1508,0.15245,0.178906,0.026456,660,88,114,0.9136,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
326,14,9108,9108,1381,1629,0.151625,0.178854,0.027229,679,96,121,0.9872,Tablet,US,Paid,New Users,Checkout,0.15544247583828066,0.02164498815416562,positive,treatment_wins,7.516546558505866e-07,4.947518749954931,0.027228809837505474,1
327,1,1886,1886,240,305,0.127253,0.161718,0.034464,1886,240,305,0.0709,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,2,4038,4038,504,655,0.124814,0.162209,0.037395,2152,264,350,0.1519,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,3,5839,5839,720,921,0.123309,0.157732,0.034424,1801,216,266,0.2196,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,4,7828,7828,975,1210,0.124553,0.154573,0.03002,1989,255,289,0.2944,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,5,9777,9777,1227,1499,0.125499,0.153319,0.02782,1949,252,289,0.3677,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,6,11476,11476,1448,1780,0.126176,0.155106,0.02893,1699,221,281,0.4317,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,7,13231,13231,1660,2062,0.125463,0.155846,0.030383,1755,212,282,0.4977,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,8,15375,15375,1910,2400,0.124228,0.156098,0.03187,2144,250,338,0.5783,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,9,17094,17094,2112,2662,0.123552,0.155727,0.032175,1719,202,262,0.643,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,10,19104,19104,2363,2986,0.123691,0.156302,0.032611,2010,251,324,0.7186,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,11,21267,21267,2620,3324,0.123196,0.156298,0.033103,2163,257,338,0.7999,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,12,22949,22949,2833,3564,0.123448,0.155301,0.031853,1682,213,240,0.8632,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,13,24790,24790,3046,3843,0.122872,0.155022,0.03215,1841,213,279,0.9324,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
327,14,26531,26531,3264,4118,0.123026,0.155215,0.032189,1741,218,275,0.9979,Desktop,EU,Organic,New Users,Landing Page,0.12424018892693812,0.03418403715650041,positive,treatment_wins,0.0,10.712716458792634,0.03218876031811843,1
328,1,430,430,58,51,0.134884,0.118605,-0.016279,430,58,51,0.0614,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,2,918,918,112,105,0.122004,0.114379,-0.007625,488,54,54,0.1311,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,3,1491,1491,205,191,0.137492,0.128102,-0.00939,573,93,86,0.213,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,4,2047,2047,290,261,0.141671,0.127504,-0.014167,556,85,70,0.2924,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,5,2566,2566,351,329,0.136789,0.128215,-0.008574,519,61,68,0.3666,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,6,3120,3120,435,405,0.139423,0.129808,-0.009615,554,84,76,0.4457,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,7,3634,3634,509,466,0.140066,0.128233,-0.011833,514,74,61,0.5191,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,8,4114,4114,568,537,0.138065,0.13053,-0.007535,480,59,71,0.5877,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,9,4565,4565,620,597,0.135816,0.130778,-0.005038,451,52,60,0.6521,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,10,5087,5087,683,672,0.134264,0.132101,-0.002162,522,63,75,0.7267,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,11,5540,5540,745,740,0.134477,0.133574,-0.000903,453,62,68,0.7914,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,12,6027,6027,811,798,0.134561,0.132404,-0.002157,487,66,58,0.861,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,13,6575,6575,882,858,0.134144,0.130494,-0.00365,548,71,60,0.9393,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
328,14,7019,7019,951,920,0.135489,0.131073,-0.004417,444,69,62,1.0027,Desktop,US,Organic,Returning,CTA,0.1339925268598399,0.0,null,inconclusive,0.44141038096179974,-0.7698137520086682,-0.00441658355891153,0
329,1,1031,1031,113,147,0.109602,0.14258,0.032978,1031,113,147,0.0659,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,2,2069,2069,231,286,0.111648,0.138231,0.026583,1038,118,139,0.1322,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,3,3101,3101,313,444,0.100935,0.14318,0.042244,1032,82,158,0.1981,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,4,4122,4122,423,594,0.10262,0.144105,0.041485,1021,110,150,0.2634,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,5,5318,5318,526,765,0.098909,0.143851,0.044942,1196,103,171,0.3398,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,6,6542,6542,648,932,0.099052,0.142464,0.043412,1224,122,167,0.418,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,7,7602,7602,755,1086,0.099316,0.142857,0.043541,1060,107,154,0.4857,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,8,8654,8654,865,1246,0.099954,0.14398,0.044026,1052,110,160,0.5529,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,9,9887,9887,1015,1412,0.10266,0.142814,0.040154,1233,150,166,0.6317,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,10,11046,11046,1135,1583,0.102752,0.14331,0.040558,1159,120,171,0.7057,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,11,12094,12094,1254,1723,0.103688,0.142467,0.03878,1048,119,140,0.7727,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,12,13283,13283,1376,1889,0.103591,0.142212,0.038621,1189,122,166,0.8486,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,13,14348,14348,1487,2027,0.103638,0.141274,0.037636,1065,111,138,0.9167,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
329,14,15495,15495,1606,2172,0.103646,0.140174,0.036528,1147,119,145,0.99,Mobile,US,Paid,Returning,Landing Page,0.10133201061272429,0.03764253207478247,positive,treatment_wins,0.0,9.826888114842857,0.03652791222975153,1
330,1,1688,1688,126,57,0.074645,0.033768,-0.040877,1688,126,57,0.079,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,2,3330,3330,237,98,0.071171,0.029429,-0.041742,1642,111,41,0.1559,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,3,4719,4719,319,134,0.067599,0.028396,-0.039203,1389,82,36,0.2209,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,4,6283,6283,428,187,0.06812,0.029763,-0.038357,1564,109,53,0.2941,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,5,7926,7926,542,239,0.068383,0.030154,-0.038229,1643,114,52,0.371,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,6,9340,9340,666,275,0.071306,0.029443,-0.041863,1414,124,36,0.4372,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,7,10878,10878,785,324,0.072164,0.029785,-0.042379,1538,119,49,0.5092,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,8,12319,12319,899,370,0.072977,0.030035,-0.042942,1441,114,46,0.5766,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,9,13719,13719,1006,416,0.073329,0.030323,-0.043006,1400,107,46,0.6422,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,10,15459,15459,1128,472,0.072967,0.030532,-0.042435,1740,122,56,0.7236,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,11,17173,17173,1243,536,0.072381,0.031212,-0.041169,1714,115,64,0.8038,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,12,18674,18674,1359,579,0.072775,0.031006,-0.041769,1501,116,43,0.8741,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,13,20033,20033,1472,616,0.073479,0.030749,-0.042729,1359,113,37,0.9377,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
330,14,21663,21663,1607,655,0.074182,0.030236,-0.043946,1630,135,39,1.014,Tablet,US,Organic,New Users,Checkout,0.07211426821519677,-0.040565258504973487,negative,control_wins,0.0,-20.560530693055437,-0.04394589853667544,0
331,1,532,532,48,74,0.090226,0.139098,0.048872,532,48,74,0.0782,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,2,1089,1089,94,146,0.086318,0.134068,0.04775,557,46,72,0.1601,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,3,1611,1611,143,206,0.088765,0.127871,0.039106,522,49,60,0.2368,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,4,2029,2029,179,257,0.088221,0.126663,0.038443,418,36,51,0.2982,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,5,2472,2472,225,308,0.091019,0.124595,0.033576,443,46,51,0.3633,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,6,2890,2890,267,368,0.092388,0.127336,0.034948,418,42,60,0.4248,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,7,3330,3330,306,428,0.091892,0.128529,0.036637,440,39,60,0.4894,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,8,3752,3752,349,476,0.093017,0.126866,0.033849,422,43,48,0.5514,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,9,4238,4238,394,542,0.092968,0.127891,0.034922,486,45,66,0.6229,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,10,4655,4655,439,591,0.094307,0.12696,0.032653,417,45,49,0.6842,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,11,5137,5137,475,657,0.092466,0.127896,0.035429,482,36,66,0.755,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,12,5681,5681,533,731,0.093822,0.128675,0.034853,544,58,74,0.835,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,13,6203,6203,569,797,0.09173,0.128486,0.036756,522,36,66,0.9117,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
331,14,6753,6753,624,874,0.092403,0.129424,0.037021,550,55,77,0.9925,Desktop,APAC,Organic,New Users,Pricing,0.09051535537071448,0.044810374322900755,positive,treatment_wins,7.367439991412539e-12,6.850340124371737,0.0370205834443951,1
332,1,1758,1758,271,228,0.154152,0.129693,-0.02446,1758,271,228,0.0776,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,2,3526,3526,534,468,0.151446,0.132728,-0.018718,1768,263,240,0.1557,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,3,5383,5383,824,710,0.153074,0.131897,-0.021178,1857,290,242,0.2376,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,4,6800,6800,1050,890,0.154412,0.130882,-0.023529,1417,226,180,0.3002,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,5,8414,8414,1314,1118,0.156168,0.132874,-0.023295,1614,264,228,0.3714,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,6,10042,10042,1576,1362,0.156941,0.13563,-0.02131,1628,262,244,0.4433,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,7,11807,11807,1853,1611,0.156941,0.136444,-0.020496,1765,277,249,0.5212,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,8,13311,13311,2085,1808,0.156637,0.135828,-0.02081,1504,232,197,0.5876,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,9,14719,14719,2329,1998,0.158231,0.135743,-0.022488,1408,244,190,0.6498,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,10,16246,16246,2564,2208,0.157823,0.13591,-0.021913,1527,235,210,0.7172,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,11,18098,18098,2863,2463,0.158194,0.136092,-0.022102,1852,299,255,0.799,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,12,19909,19909,3148,2714,0.158119,0.13632,-0.021799,1811,285,251,0.8789,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,13,21476,21476,3396,2914,0.15813,0.135686,-0.022444,1567,248,200,0.9481,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
332,14,23276,23276,3698,3169,0.158876,0.136149,-0.022727,1800,302,255,1.0275,Mobile,EU,Organic,New Users,Onboarding,0.15883383877894275,-0.022269908677687116,negative,control_wins,4.7124526503239395e-12,-6.913980146161483,-0.022727272727272707,0
333,1,1080,1080,34,3,0.031481,0.002778,-0.028704,1080,34,3,0.0626,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,2,2364,2364,77,6,0.032572,0.002538,-0.030034,1284,43,3,0.1369,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,3,3695,3695,111,9,0.030041,0.002436,-0.027605,1331,34,3,0.2141,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,4,4849,4849,152,12,0.031347,0.002475,-0.028872,1154,41,3,0.2809,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,5,6151,6151,205,17,0.033328,0.002764,-0.030564,1302,53,5,0.3563,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,6,7272,7272,238,18,0.032728,0.002475,-0.030253,1121,33,1,0.4213,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,7,8599,8599,277,19,0.032213,0.00221,-0.030003,1327,39,1,0.4981,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,8,9984,9984,312,22,0.03125,0.002204,-0.029046,1385,35,3,0.5784,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,9,11195,11195,358,23,0.031979,0.002054,-0.029924,1211,46,1,0.6485,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,10,12333,12333,389,24,0.031541,0.001946,-0.029595,1138,31,1,0.7145,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,11,13528,13528,421,28,0.031121,0.00207,-0.029051,1195,32,4,0.7837,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,12,14668,14668,456,28,0.031088,0.001909,-0.029179,1140,35,0,0.8497,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,13,15716,15716,497,28,0.031624,0.001782,-0.029842,1048,41,0,0.9104,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
333,14,17004,17004,554,31,0.032581,0.001823,-0.030757,1288,57,3,0.9851,Desktop,US,Email,New Users,Checkout,0.032446893067058495,-0.030707368621183336,negative,control_wins,0.0,-21.811804042761718,-0.030757468830863322,0
334,1,1658,1658,89,88,0.053679,0.053076,-0.000603,1658,89,88,0.0614,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,2,3374,3374,176,182,0.052164,0.053942,0.001778,1716,87,94,0.1249,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,3,5303,5303,253,292,0.047709,0.055063,0.007354,1929,77,110,0.1963,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,4,7075,7075,359,401,0.050742,0.056678,0.005936,1772,106,109,0.2618,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,5,9177,9177,462,533,0.050343,0.05808,0.007737,2102,103,132,0.3396,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,6,11356,11356,559,667,0.049225,0.058735,0.00951,2179,97,134,0.4203,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,7,12999,12999,642,753,0.049388,0.057928,0.008539,1643,83,86,0.4811,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,8,14774,14774,726,846,0.04914,0.057263,0.008122,1775,84,93,0.5468,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
334,9,16669,16669,841,957,0.050453,0.057412,0.006959,1895,115,111,0.6169,Mobile,EU,Social,Returning,Checkout,0.04973234888617576,0.01320508326101988,positive,treatment_wins,1.2029687690429114e-08,5.699304942221264,0.011136440076236029,1
